name,method_name,qiskit_version,date,platform_name,sample_size,seed,optimization_level,metric_name,metric_value
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,69,3,gate count,46
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,70,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,70,3,gate count,56
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,71,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,71,3,gate count,50
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,72,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,72,3,gate count,56
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,73,3,circuit depth,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,73,3,gate count,46
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,74,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,74,3,gate count,50
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,75,3,circuit depth,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,75,3,gate count,46
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,76,3,circuit depth,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,76,3,gate count,39
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,77,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,77,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,78,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,78,3,gate count,50
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,79,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,79,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,80,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,80,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,81,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,81,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,82,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,82,3,gate count,57
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,83,3,circuit depth,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,83,3,gate count,39
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,84,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,84,3,gate count,60
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,85,3,circuit depth,20
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,85,3,gate count,46
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,86,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,86,3,gate count,41
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,87,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,87,3,gate count,56
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,88,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,88,3,gate count,60
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,89,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,89,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,90,3,circuit depth,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,90,3,gate count,39
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,91,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,91,3,gate count,60
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,92,3,circuit depth,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,92,3,gate count,39
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,93,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,93,3,gate count,57
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,94,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,94,3,gate count,60
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,95,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,95,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,96,3,circuit depth,25
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,96,3,gate count,39
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,97,3,circuit depth,32
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,97,3,gate count,57
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,98,3,circuit depth,21
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,98,3,gate count,47
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,99,3,circuit depth,27
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,99,3,gate count,60
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,,,circuit depth - ave,25.48
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,,,circuit depth - stdev,4.098
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,,,gate count - ave,50.14
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,ibm_rochester,100,,,gate count - stdev,6.767
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,0,3,circuit depth,45
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,0,3,gate count,89
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,1,3,circuit depth,45
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,1,3,gate count,89
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,2,3,circuit depth,37
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,2,3,gate count,80
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,3,3,circuit depth,33
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,3,3,gate count,79
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,4,3,circuit depth,31
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,4,3,gate count,77
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,5,3,circuit depth,43
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,5,3,gate count,89
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,6,3,circuit depth,43
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,6,3,gate count,87
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,7,3,circuit depth,30
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,7,3,gate count,67
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,8,3,circuit depth,45
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,8,3,gate count,89
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,9,3,circuit depth,43
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,9,3,gate count,87
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,10,3,circuit depth,37
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,10,3,gate count,78
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,11,3,circuit depth,37
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,11,3,gate count,78
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,12,3,circuit depth,35
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,12,3,gate count,81
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,13,3,circuit depth,31
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,13,3,gate count,77
ex1_226.qasm circuit benchmark,qiskit compilation,0.13.0,2020-04-09,rigetti_16q_aspen,100,14,3,circuit depth,45
